id_musée;NOM DU MUSEE;ADR;CP;VILLE;TELEPHONE;SITWEB;PERIODE OUVERTURE
732;Musée d'Histoire et d'Archéologie;BP 90;59440;AVESNES-SUR-HELPE;0327611015;http://www.annuaire-mairie.fr/musee-de-la-societe-archeologique-d-avesnes-sur-helpe.html#musee;
733;Musée Benoît de Puydt;24, Rue du Musée de Puydt;59270;BAILLEUL;0328491270;Site de la ville;Ouvert de 14h à 17h30 du mercredi au dimanche de 14h à 17h30
734;Forum Antique de Bavay, Musée Archéologique du Département du Nord;Allée Chanoine Henri Biévelet;59570;BAVAY;0359731550;http://forumantique.lenord.fr/;Ouvert tous les jours de 9h à 12h et de 13h à 18h
735;Musée du Mont-de-Piété;1, Rue du Mont-de-Piété;59380;BERGUES;0328681330;www.musee-bergues.fr;Ouvert du 5 mai au 30 septembre. Juin à août du jeudi au lundi de 14h à 18h,  en mai et septembre de 14h à 17h  du jeudi au lundi et de 14h à 18h le week-end
736;Musée de l'Ostrevant;192, rue Edouard Lalo;59111;BOUCHAIN;0327357397;http://museedostrevant.canalblog.com/;Ouvert le dimanche de 15h à 18h d'avril à octobre, les autres jours toute l'année sur rendez-vous
737;Musée Municipal de Cambrai;15, Rue de l'Epée;59400;CAMBRAI;0327822790;www.villedecambrai.com/culture/musee.html;Ouvert du mercredi au dimanche de 10h à 12h et de 14h à 18h pour tous les publics et les lundis et mardis uniquement aux groupes sur réservation (8h30 à 12h30 et 14h à 18h)
738;Musée Diocésain d'Art Sacré;"Service de la conservation du patrimoine culturel
11, Rue du Grand Séminaire - CS 80149";59403;CAMBRAI Cedex;0327813496;www.liturgiecatholique.fr/Musee-diocesain-d-Art-Sacre-du.html ou http://archives.cathocambrai.com/;Salle d'exposition ouverte 20 jours en 2012 (septembre-décembre)
739;Musée Départemental de Flandre;"26 Grand Place 
B.P. 38";59670;CASSEL;0359734560;http://museedeflandre.lenord.fr/fr/Accueil.aspx;Ouvert du mardi au vendredi de 10h à 12h30 et de 14h à 18h, samedi et dimanche de 10h à 18h
740;Musée d'Archéologie et d'Histoire Locale;9, Place Wilson;59220;DENAIN;0327446212;Site de la ville - www.ville-denain.fr;Ouvert du mardi au vendredi de 14h à 18h, samedi de 16h à 18h et dimanche de 10h à 12h
741;Musée de la Chartreuse;130, Rue des Chartreux;59500;DOUAI;0327713880;www.museedelachartreuse.fr;Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h
742;Lieu d'Art et Action Contemporaine de Dunkerque - LAAC;"Jardin des Sculptures
Avenue de Bains";59140;DUNKERQUE;0328295600;www.musees-dunkerque.eu;Ouvert du mardi au dimanche de 10h à 12h15 et de 14h à 18h
743;Musée Portuaire;"Entrepôt des Tabacs
9, Quai de la Citadelle";59140;DUNKERQUE;0328633339;www.museeportuaire.fr;Musée à quai ouvert de 10h à 12h45 et de 13h30 à 18h, en juillet-août tous les jours de 10h à 18h.  Le Musée à flot est ouvert le dimanche après-midi et pendant les vacances scolaires
744;Musée des Beaux-Arts;"Place du Général de Gaulle
B.P. 4212";59378;DUNKERQUE CEDEX;0328592165;http://www.musees-dunkerque.eu;Ouvert du mercredi au lundi de 10h à 12h15 et de 14h à 18h
745;Musée Municipal d'Escaudain;Rue Paul Bert;59124;ESCAUDAIN;0327321240;http//clec.free.fr;Ouvert le dimanche de 10h à 12h, et le premier dimanche du mois de 15h à 17h
746;Ecomusée de la Région;"Place Maria Blondeau
B.P. 90031";59612;FOURMIES CEDEX;0327606611;www.ecomusee-avesnois.fr;Ouvert de février à novembre du mardi au vendredi de 9h à 12h et de 14h à 18h, week-end et jours fériés de 14h30 à 18h30
747;Musée du Dessin et de l'Estampe Originale;"Château Arsenal
Place Charles Valentin";59820;GRAVELINES;0328518100;www.gravelines-musee-estampe.fr;Ouvert du lundi, mercredi au vendredi de 14h à 17h, le week-end et jours fériés de 15h à 18h du 1er septembre au 30 juin et en juillet-août le lundi, mercredi au vendredi de 14h à 18h, le week-end et jours fériés de 10h à 12h et de 15h à 18h
748;Musée Municipal d'Hazebrouck;"Ancien Couvent des Augustins
Place Georges Degroote";59190;HAZEBROUCK;0328434446;site de la ville;Ouvert du mardi au dimanche de 14h à 17h30
749;Musée Départemental Matisse;"Palais Fénelon
Place du Commandant Richez";59360;LE CATEAU-CAMBRESIS;0359733800;www.cg59.fr ou www.tourisme-lecateau.fr/museematisse;Ouvert du mercredi au lundi de 10h à 18h
750;Musée de la Mine - Centre Historique Minier;"Fosse Delloye
B.P. 30039";59287;LEWARDE;0327958282;www.chm-lewarde.com;Ouvert de novembre à février du lundi au samedi de 13h à 19h, dimanche, vacances scolaires et jours fériés de 10h à 19h, de mars à mi-novembre tous les jours de 9h à 19h30. Accueil des groupes à partir de 8h sur réservation.
751;Musée d'Histoire Naturelle et de Géologie;19, rue de Bruxelles;59000;LILLE;0328553080;www.mairie-lille.fr;Ouvert le lundi, du mercredi au vendredi de 9h30 à 17h, samedi et dimanche de 10h à 18h
752;Palais des Beaux-Arts de Lille;18, bis rue de Valmy;59000;LILLE;0320067800;www.pba-lille.fr ou site de la mairie http://www.mairie-lille.fr;Ouvert le lundi de 14h à 18h, mercredi à dimanche de 10h à 18h
753;Musée de l'Hospice Comtesse;32, Rue de la Monnaie;59800;LILLE;0328368400;www.mairie-lille.fr ou http://www.pba-lille.fr/spip.php?article167;Ouvert lundi de 14h à 18h, mercredi au dimanche de 10h à 12h30 et de 14h à 18h
754;Musée d'Histoire Locale de Marchiennes;Rue Corbineau;59870;MARCHIENNES;0327992195;www.officedetourismemarchiennes.fr;Ouvert d'avril à fin septembre du mercredi au samedi de 14h à 17h , le 1er dimanche du mois visite à 15h30. Visite de groupes toute l'année sur réservation.
755;Musée Henri Boez;"Hôtel de ville
BP 269";59607;MAUBEUGE Cedex;0327649799;www.musenor.com;
756;La Piscine - Musée d'Art et d'Industrie André Diligent de Roubaix;23, Rue de l'Espérance;59100;ROUBAIX;0320692360;www.roubaix-lapiscine.com;Ouvert du mardi au jeudi de 11h à 18h, vendredi de 11h à 20h, samedi et dimanche de 13h à 18h
757;Musée Municipal;"Tour Abbatiale
Grand'Place";59230;SAINT-AMAND-LES-EAUX;0327222693;Site de la ville;Ouvert lundi, mercredi, jeudi et vendredi de 14h à 17h, samedi, dimanche et jours fériés de 10h30 à 12h et de 14h à 18h
758;MusVerre;76, Rue du général de Gaulle;59216;SARS-POTERIES;0359731616;http://musverre.lenord.fr;Ouvert du mercredi au lundi de 10h à 12h30 et de 13h30 à 18h du 2 janvier au 20 septembre 2015 (fermeturepour travaux après)
759;MUba Eugène Leroy Tourcoing/Musée des Beaux-Arts Eugène Leroy;2, Rue Paul Doumer;59200;TOURCOING;0320289160;www.muba-tourcoing.fr/;Ouvert du mercredi au lundi de  13h à 18h
760;Musée des Beaux-Arts;Boulevard Watteau;59300;VALENCIENNES;0327225720;www.valenciennes.fr(culture/musee);Ouvert du mercredi au dimanche de 10h à 18h, le jeudi jusqu'à 20h, le lundi uniquement pour les groupes sur réservation de 10h à 18h
761;LAM - Lille Métropole Musée d'Art Moderne, d'Art Contemporain et d'Art Brut;1, Allée du Musée;59650;VILLENEUVE-D'ASCQ;0320196868;www.musee-lam.fr;Ouvert du mardi au dimanche de 10h à 18h
762;Musée des Beaux-Arts;"Ancienne Abbaye Saint-Vaast
22, Rue Paul Doumer";62000;ARRAS;0321712643;www.musenor.org ou www.arras.fr/culture/musee-des-beaux-arts.html;Ouvert le lundi, du mercredi au vendredi de 11h à 18h, samedi et dimanche de 10h à 18h30
763;Musée Communautaire Opale-Sud;60, Rue de l'Impératrice;62600;BERCK-SUR-MER;0321840780;www.opale-sud.com;Ouvert du 1er septembre au 30 juin, le lundi de 15h à 18h, du mercredi au dimanche de 10h à 12h et de 15h à 18h, et en juillet-août du mercredi au lundi de 10h à 12h30 et de 14h à 18h
764;Musée Régional d'Ethnologie;211, avenue Kennedy;62400;BETHUNE;0321684074;Site de la ville;"Musée en restructuration, ouverture du lieu d'exposition en fonction de l'expositio du lundi au dimanche de 14h à 18h.
Locaux administratifs et centre de documentation (accessible sur rendez-vous) ouvert tous les jours du lundi au vendredi de 9h à 17h"
765;Musée de Boulogne-sur-Mer;1, Rue de Bernet;62200;BOULOGNE-SUR-MER;0321100220;http://musee.ville-boulogne-sur-mer.fr;Ouvert de 10h à 12h30 et de 14h à 17h30, le dimanche de 10 h à 12h30 et de 14h30 à 18h
766;Muséum d'Histoire Naturelle;115, Boulevard Eurvin;62317;BOULOGNE-SUR-MER;0321800980;;
767;Cité Internationale de la Dentelle et de la Mode de Calais;135, Quai du Commerce;62100;CALAIS;0321004230;www.cite-dentelle.fr;Ouvert du 1er avril au 31 octobre du mercredi au lundi de 10h à 18h, et du 1er novembre au 31 mars du mercredi au lundi de 10h à 17h
768;Musée des Beaux-Arts et de la Dentelle;25, rue Richelieu;62100;CALAIS;0321464840;www.musee.calais.fr;Ouvert d'avril à octobre (haute saison) du mardi au dimanche de 13h à 18h et de novembrau à mars (basse saison) du mardi au dimanche de 13h à 17h
769;Musée de la Céramique;"Rue Jean Macé
B.P. 107";62240;DESVRES;0321832323;www.musee-ceramique-desvres.com;Ouvert du mardi au dimanche et jours fériés de novembre à février de 14h à 17h30, de mars à octobre du mardi au samedi de 10h à 12h30 et de 14h à 18h, le dimanche et jours fériés de 14h à 18h, en juillet-août du mardi ausamedi de 10h à 18h30 et dimanche e
770;Musée Quentovic;8, Place du Général de Gaulle;62630;ETAPLES-SUR-MER;0321940247;www.musee-quentovic.fr/;Ouvert de janvier à juin et de septembre à décembre du mercredi au samedi de 14h à 17h, le dimanche de 14h30 à 17h30 et en juillet-août du mercredi au samedi de 10h à 12h et de 14h à 18h, le dimanche de 10h à 12h et de 14h30 à 18h30
771;Musée d'Histoire et d'Archéologie;50, rue André Deprez;62440;HARNES;0321490229;Site de la ville : www.ville-harnes.fr/Patrimoine;Ouvert le mercredi de 10h à 12h et de 15h à 18h et le samedi de 15h à 18h. Ouvert pour les groupes tous les jours sur rendez-vous
772;Musée Municipal;Avenue du Golf;62520;LE TOUQUET-PARIS-PLAGE;0321056262;www.letouquet-musee.com/;Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h. En juillet-août de 10h à 12h30 et de 14h à 18h30
773;Louvre-Lens;"Rue Paul Bert
B.P. 11";62301;LENS;;www.louvrelens.fr;Ouvert du mercredi au lundi de 10h à 18h
774;Musée d'Art et d'Histoire Roger Rodière;Hôtel Saint-Walloy;62170;MONTREUIL-SUR-MER;0321869083;www.2p2m.org;Ouvert du mercredi au lundi en mars, octobre, novembre de 10h à 12h et de 14h à 17h le reste de l'année de 10h à 12h et de 14h à 18h
775;Musée Henri Dupuis;9, Rue Henri Dupuis;62500;SAINT-OMER;;m3.dnsalias.com/sandelin - http://www.musenor.com/Les-Musees/Saint-Omer-Musee-Henri-Dupuis;
776;Musée de l'Hôtel Sandelin;14, Rue Carnot;62500;SAINT-OMER;0321380094;www.musees-ville-saint-omer.com;Ouvert du mercredi au dimanche de 10h à 12h et de 14h à 18h
777;Musée Municipal Bruno Danvin;"Hôtel de Ville
B.P. 40109";62166;SAINT-POL-SUR-TERNOISE Cedex;0321470010;Site de la ville www.ville-saintpolsurternoise.fr/;Ouvert le lundi de 11h à 13h, le mercredi et samedi de 15h à 18h, dimanche de 11h à 12h30 et de 15h à 18h
778;Musée Jean-Charles Cazin;84, Grand' Place Foch;62830;SAMER;0321335064;site de la ville - www.villesamer.fr;Ouvert du lundi au vendredi de 9h à12h et de 14h à 17h et le samedi de 9h à12h
779;Musée du Débarquement;Place du 6 Juin;14117;ARROMANCHES;0231223431;www.musee-arromanches.fr;Ouvert tous les jours de février à décembre. Février, novembre et décembre de 10h à 12h30 et de 13h30 à 17h, mars et octobre de 9h30 à 12h30 et de 13h30 à 17h30, avril de 9h à 12h30 et de 13h30 à 18h, mai, juin à août de 9h à 19h, septembre de 9h à 18h. W
780;Musée d'Art et d'Histoire Baron Gérard;37 rue du Bienvenu;14400;BAYEUX;0231921421;www.bayeuxmuseum.com/mahb.html;Ouvert tous les jours du 15 février au 30 avril et du 1er octobre au 31 décembre de 10h à 12h30 et de 14h à 18h et du 1e rmai au 30 septembre de 9h30 à 18h30
781;Musée Langlois;"Mairie
13, rue du Paradis";14950;BEAUMONT-EN-AUGE;0231648541;;
782;Musée des Beaux-Arts;Le Château;14000;CAEN;0231304770;www.mba.caen.fr;Ouvert du mercredi au lundi de 9h30 à 18h
783;Musée de Normandie;Le Château;14000;CAEN;0231304760;www.musee-de-normandie.fr;Ouvert de 9h30 à 12h30 et de 14h à 18h le lundi et du mercredi au vendredi et de 11h à 18h le week-end et jours fériés.
784;Musée de la Société des Antiquaires;;14000;CAEN;;;
785;Musée de la Poste et des Techniques de communication;52, Rue Saint-Pierre;14000;CAEN;0231501210;www.caen.fr/museedelaposte/;Ouvert toute l'année du mardi au samedi
786;Mémorial de Caen;"Esplanade Dwight Eisenhower
CS 55026";14050;CAEN Cedex 4;0231060644;www.memorial-caen.fr;Ouvert tous les jours de 9h à 19h
787;Musée d'Initiation à la Nature;Enceinte de l'hôtel de ville;14027;CAEN Cedex 9;0231304327;http://cpievdo.fr/cpie-presentation-environnement/musee-d-initiation-a-la-nature - site de la région;Ouvert le mercredi toute l'année et pendant les vacances scolaires de 14h à 18h, et de Pâque à la Toussaint du lundi au vendredi de 14h à 18h
788;Musée d'Ethnographie et d'Arts Populaires et Musée de la Marine;"Musée du Vieux Honfleur
B.P. 60082";14603;HONFLEUR;0231891412;Site de la ville;Ouvert du 16 février au 31 mars et du 1er octobre au 30 novembre du mardi au vendredi de 14h30 à 17h30, samedi, dimanche de 10h à 12h et de 14h30 à 17h30, du 1er avril au 30 septembre du mardi au dimanche de 10h à 12h et de 14h à 18h30
789;Musée Eugène Boudin;"Place Erik-Satie
B.P. 80049";14602;HONFLEUR cedex;0231895400;www.musees-honfleur.fr - www.ville-honfleur.fr;Ouvert du 15 mars au 30 septembre tous les jours sauf mardi de 10h à 12h et de 14h à 18h, du 1er octobre au 14 mars en semaine tous les jours sauf mardi de 14h30 à 17h30 et samedi, dimanche de 10h à 12h et de 14h30 à 17h30.
790;Musée de la Mine;Rue de la Fosse Frandemiche;14330;LE MOLAY-LITTRY;0231228910;www.ville-molay-littry.fr;Ouvert le 1er jeudi d'avril au dernier dimanche de septembre de 10h à 12h et de 14h à 18h du mardi au dimanche. Accueil des groupes sur rendez-vous
791;Musée de la Meunerie - Moulin de Marcy;Moulin de Marcy;14330;LE MOLAY-LITTRY;0231214213;www.ville-molay-littry.fr;Ouvert du 1er jeudi d'avril au dernier dimanche de septembre de 10h à 12h et de 14h à 18h. Accueil des groupes sur rendez-vous
792;Musée d'Art et d'Histoire de Lisieux;38, Boulevard Pasteur;14100;LISIEUX;0231620770;www.lintercom.fr;Ouvert du lundi au vendredi de 14h à 18h (de 13h à 18h en juillet et août), le samedi et dimanche de 11h à 13h et de 14h à 18h
793;Château de Saint-Germain de Livet;"Pôle Muséal Lisieux Pays d'Auge
38, Boulevard Louis Pasteur - B.P. 26020";14106;LISIEUX Cedex;0231310003;www.lintercom.fr;Ouvert du mercredi au lundi de février à juin, septembre et du 15 au 31 octobre de 11h à 18h, en juillet-août tous les jours de 10h à 19h, en novembre samedi et dimanche de 14h à 18h
794;Musée Municipal;107, rue Grande;14290;ORBEC;0231325889;site de la mairie - http://www.mairie-orbec.fr;Ouvert en avril samedi et dimanche de 10h à 12h30 et de 15h à 18h, de mai à octobre du mercredi au dimanche de 10h à 12h30 et de 15h à 18h, en novembre et décembre suivant les expositions du mercredi au dimanche de 10h à 12h30 et de 15h à 18h
795;Musée du Château;Château de Pontécoulant;14110;PONTECOULANT;0231696254;www.condeintercom.fr;Ouvert de la mi-mars à la mi-novembre tous les jours de 10h à 12h30 et de 14h à 18h
796;Musée des Techniques Fromagères;Rue Saint Benoît;14170;SAINT-PIERRE-SUR-DIVES;0231209790;;Ouvert du 15 octobre au 15 avril du lundi au vendredi de 9h30 à 12h30 et de 13h30 à 17h30, du 16 avril au 14 octobre du lundi au vendredi de 9h30 à 12h30 et de 13h30 à 18h, le samedi de 10h30 à 12h30 et de 14h à 17h
797;Musée de la Bataille de Tilly-Sur-Seulles 1944;Chapelle Notre Dame du Val;14250;TILLY-SUR-SEULLES;0231809210;museetilly.free.fr ou www.tilly1944.fr;Ouvert du 1er Mai au 30 Septembre, tous les Week-ends et jours fériés de 10 h à 12 h et 14 h à 18 h
798;Musée de Trouville - Villa Montebello;64, Rue du Général Leclerc;14360;TROUVILLE-SUR-MER;0231881626;http://www.trouvillesurmer.org;Ouvert du 1er octobre au 31 mai le mercredi, jeudi et vendredi de 14h à 17h30, les week-ends, vacances scolaires et jours fériés de 10h à 12h et de 14h à 17h30, du 1er juin au 30 septembre (y compris les jours fériés) du mercredi au dimanche de 10h à 12h 
799;Musée et Sites archéologiques de Vieux-la-Romaine;13, Chemin Haussé;14930;VIEUX;0231711020;Site du conseil général;Ouvert de janvier à juin et de septembre à décembre le lundi, mardi, jeudi, vendredi de 9h à 17h, samedi, dimanche de 10h à 18h, en juillet-août tous les jours de 10h à 18h
800;Paléospace;"Avenue Jean Moulin
B.P. 6";14640;VILLERS-SUR-MER;0231817760;www.paleospace-villers.fr;Ouvert de février à mars, en avril et octobre du mercredi au dimanche de 10h à 18h, en mai et juin de 10h à 18h, en juillet-août de 10h à 19h, en novembre et décembre uniquement le week-end de 10h à 18h en septembre de 10h à 18h
801;Musée Municipal;"2, Place Sainte-Anne
B.P. 10043";14502;VIRE Cedex;0231681049;http://www.cc-vire.fr/web/le_musee.html;Ouvert du mecredi au dimanche de 10h à 12h30 et de 14h à 18h de fin avril au 1er novembre
802;Musée Municipal d'Avranches;Place Jean de Saint Avit;50300;AVRANCHES;0233582515;;Ouvert de juin à septembre tous les jours de 10h à 12h30 et de 14h à 18h
803;Maison de la Pomme et de la Poire;La Logeraie;50720;BARENTON;0233595622;www.parc-naturel-normandie-maine.fr ou www.musees-basse-normandie.fr;Ouvert tous les jours du 1er avril au 15 octobre de 10h à 12h (12h30 l'été) et de 14h à 18h (18h30 l'été)
804;Musée du Vieux Château;Place de la Mairie;50260;BRICQUEBEC;0233872250;www.mairie-bricquebec.fr/;Ouvert du 1er juillet au 31 août du mercredi au lundi
805;Musée de l'Abbaye;"Parvis de l'Abbatiale
Rue des Sangles";50680;CERISY-LA-FORET;0233573463;www.abbaye-cerisy.fr;Ouvert en avril du mardi au dimanche de 11h à 18h, de mai à août tous les jours de 10h à 18h, en septembre du mercredi au dimanche de 12h à 18h, en octobre le week-end de 12h à 18h
